#Id	Used	Can be broken by	Normal Drop	Ultimallet Drop	Description
1748	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1749	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1750	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1751	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1752	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1753	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1754	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1755	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1756	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1757	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1758	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1759	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1760	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1761	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1762	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1763	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1764	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1765	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1766	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1767	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1768	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1769	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1770	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1771	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1772	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1773	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1774	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1775	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1776	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1777	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1778	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1779	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1780	Used	0	0	0	0
1781	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1782	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1783	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1784	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1785	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1786	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1787	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1788	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1789	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1790	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1791	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1792	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1793	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1794	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1795	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1796	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1797	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1798	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1799	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1800	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1801	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1802	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1803	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1804	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1805	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1806	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1807	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1808	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1809	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1810	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1811	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1812	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1813	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1814	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1815	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1816	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1817	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1818	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1819	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1820	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1821	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1822	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1823	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1824	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1825	Used	0	Nothing {-1}	0	0
1826	Used	0	Nothing {-1}	0	0
1827	Used	0	Nothing {-1}	0	0
1828	Used	0	Nothing {-1}	0	0
1829	Used	0	Nothing {-1}	0	0
1830	Used	0	Nothing {-1}	0	0
1831	Used	0	Nothing {-1}	0	0
1832	Used	0	Nothing {-1}	0	0
1833	Used	0	Nothing {-1}	0	0
1834	Used	0	Nothing {-1}	0	0
1835	Used	0	Nothing {-1}	0	0
1836	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1837	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1838	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1839	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1840	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1841	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1842	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1843	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1844	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1845	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1846	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1847	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1848	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1849	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1850	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1851	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1852	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1853	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1854	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1855	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1856	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1857	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1858	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1859	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1860	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1861	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1862	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1863	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1864	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1865	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1866	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1867	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1868	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1869	Used	0	0	0	0
1870	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1871	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1872	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1873	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1874	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1875	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1876	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1877	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1878	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1879	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1880	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1881	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1882	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1883	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1884	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1885	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1886	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1887	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1888	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1889	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1890	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1891	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1892	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1893	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1894	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1895	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1896	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1897	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1898	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1899	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1900	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1901	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1902	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1903	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1904	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1905	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1906	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1907	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1908	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1909	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1910	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1911	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1912	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1913	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1914	Used	0	Nothing {-1}	0	0
1915	Used	0	Nothing {-1}	0	0
1916	Used	0	Nothing {-1}	0	0
1917	Used	0	Nothing {-1}	0	0
1918	Used	0	Nothing {-1}	0	0
1919	Used	0	Nothing {-1}	0	0
1920	Used	0	Nothing {-1}	0	0
1921	Used	0	Nothing {-1}	0	0
1922	Used	0	Nothing {-1}	0	0
1923	Used	0	Nothing {-1}	0	0
1924	Used	0	Nothing {-1}	0	0
1925	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1926	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1927	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1928	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1929	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1930	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1931	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1932	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1933	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1934	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1935	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1936	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1937	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1938	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1939	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1940	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1941	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1942	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1943	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1944	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1945	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1946	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1947	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1948	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1949	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1950	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1951	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1952	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1953	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1954	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1955	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1956	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1957	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1958	Used	0	0	0	0
1959	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1960	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1961	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1962	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1963	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1964	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1965	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1966	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1967	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1968	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1969	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1970	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1971	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1972	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1973	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1974	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1975	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1976	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1977	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1978	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1979	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1980	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1981	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1982	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1983	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1984	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1985	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1986	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1987	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1988	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1989	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1990	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1991	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1992	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1993	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1994	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1995	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1996	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1997	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1998	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1999	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
2000	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
2001	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
2002	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
2003	Used	0	Nothing {-1}	0	0
2004	Used	0	Nothing {-1}	0	0
2005	Used	0	Nothing {-1}	0	0
2006	Used	0	Nothing {-1}	0	0
2007	Used	0	Nothing {-1}	0	0
2008	Used	0	Nothing {-1}	0	0
2009	Used	0	Nothing {-1}	0	0
2010	Used	0	Nothing {-1}	0	0
2011	Used	0	Nothing {-1}	0	0
2012	Used	0	Nothing {-1}	0	0
2013	Used	0	Nothing {-1}	0	0
2014	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2015	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2016	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2017	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2018	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2019	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2020	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2021	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2022	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2023	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2024	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
2025	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2026	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2027	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2028	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2029	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2030	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2031	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2032	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2033	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2034	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2035	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
2036	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2037	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2038	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2039	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2040	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2041	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2042	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2043	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2044	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2045	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2046	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
2047	Used	0	0	0	0
